pickup_date,weekday,zone,slot,PickUpRides
2016-04-13,Wednesday,6,2,200
2016-04-13,Wednesday,3,2,102
2016-04-13,Wednesday,10,2,262
2016-04-13,Wednesday,11,2,110
2016-04-13,Wednesday,7,2,39
2016-04-13,Wednesday,1,2,87
2016-04-13,Wednesday,4,2,355
2016-04-13,Wednesday,9,2,84
2016-04-13,Wednesday,15,2,17
2016-04-13,Wednesday,12,3,724
2016-04-13,Wednesday,4,3,889
2016-04-13,Wednesday,3,3,233
2016-04-13,Wednesday,14,3,489
2016-04-13,Wednesday,1,3,245
2016-04-13,Wednesday,11,3,334
2016-04-13,Wednesday,2,3,2489
2016-04-13,Wednesday,10,3,625
2016-04-13,Wednesday,6,3,463
2016-04-13,Wednesday,9,3,359
2016-04-13,Wednesday,13,3,164
2016-04-13,Wednesday,8,3,936
2016-04-13,Wednesday,7,3,121
2016-04-13,Wednesday,15,3,59
2016-04-13,Wednesday,10,4,540
2016-04-13,Wednesday,2,4,2164
2016-04-13,Wednesday,14,4,625
2016-04-13,Wednesday,4,4,738
2016-04-13,Wednesday,12,4,726
2016-04-13,Wednesday,6,4,334
2016-04-13,Wednesday,1,4,360
2016-04-13,Wednesday,8,4,790
2016-04-13,Wednesday,7,4,118
2016-04-13,Wednesday,9,4,309
2016-04-13,Wednesday,11,4,262
2016-04-13,Wednesday,3,4,184
2016-04-13,Wednesday,13,4,141
2016-04-13,Wednesday,15,4,52
2016-04-13,Wednesday,12,5,942
2016-04-13,Wednesday,11,5,321
2016-04-13,Wednesday,2,5,2986
2016-04-13,Wednesday,4,5,925
2016-04-13,Wednesday,14,5,904
2016-04-13,Wednesday,10,5,933
2016-04-13,Wednesday,6,5,682
2016-04-13,Wednesday,9,5,526
2016-04-13,Wednesday,8,5,1450
2016-04-13,Wednesday,1,5,665
2016-04-13,Wednesday,7,5,224
2016-04-13,Wednesday,3,5,310
2016-04-13,Wednesday,13,5,188
2016-04-13,Wednesday,15,5,89
2016-04-13,Wednesday,12,6,970
2016-04-13,Wednesday,2,6,1900
2016-04-13,Wednesday,9,6,479
2016-04-13,Wednesday,10,6,1185
2016-04-13,Wednesday,1,6,617
2016-04-13,Wednesday,6,6,1244
2016-04-13,Wednesday,15,6,69
2016-04-13,Wednesday,8,6,914
2016-04-13,Wednesday,14,6,909
2016-04-13,Wednesday,13,6,150
2016-04-13,Wednesday,4,6,560
2016-04-13,Wednesday,11,6,204
2016-04-13,Wednesday,3,6,348
2016-04-13,Wednesday,7,6,190
2016-04-14,Thursday,6,1,892
2016-04-14,Thursday,14,1,589
2016-04-14,Thursday,3,1,180
2016-04-14,Thursday,1,1,166
2016-04-14,Thursday,12,1,287
2016-04-14,Thursday,10,1,345
2016-04-14,Thursday,8,1,189
2016-04-14,Thursday,7,1,55
2016-04-14,Thursday,2,1,356
2016-04-14,Thursday,11,1,66
2016-04-14,Thursday,4,1,187
2016-04-14,Thursday,13,1,45
2016-04-14,Thursday,9,1,96
2016-04-14,Thursday,15,1,16
2016-04-14,Thursday,12,2,242
2016-04-14,Thursday,10,2,270
2016-04-14,Thursday,9,2,103
2016-04-14,Thursday,4,2,369
2016-04-14,Thursday,14,2,292
2016-04-14,Thursday,2,2,777
2016-04-14,Thursday,6,2,247
2016-04-14,Thursday,11,2,113
2016-04-14,Thursday,1,2,92
2016-04-14,Thursday,8,2,229
2016-04-14,Thursday,3,2,112
2016-04-14,Thursday,7,2,42
2016-04-14,Thursday,13,2,77
2016-04-14,Thursday,15,2,21
2016-04-14,Thursday,6,3,462
2016-04-14,Thursday,4,3,901
2016-04-14,Thursday,2,3,2447
2016-04-14,Thursday,10,3,596
2016-04-14,Thursday,8,3,1010
2016-04-14,Thursday,11,3,302
2016-04-14,Thursday,12,3,789
2016-04-14,Thursday,14,3,489
2016-04-14,Thursday,9,3,364
2016-04-14,Thursday,3,3,227
2016-04-14,Thursday,15,3,54
2016-04-14,Thursday,1,3,261
2016-04-14,Thursday,13,3,162
2016-04-14,Thursday,7,3,113
2016-04-14,Thursday,12,4,747
2016-04-14,Thursday,2,4,2353
2016-04-14,Thursday,4,4,854
2016-04-14,Thursday,14,4,593
2016-04-14,Thursday,9,4,318
2016-04-14,Thursday,10,4,494
2016-04-14,Thursday,6,4,324
2016-04-14,Thursday,13,4,140
2016-04-14,Thursday,11,4,269
2016-04-14,Thursday,1,4,355
2016-04-14,Thursday,8,4,857
2016-04-14,Thursday,3,4,224
2016-04-14,Thursday,7,4,153
2016-04-14,Thursday,15,4,39
2016-04-14,Thursday,4,5,916
2016-04-14,Thursday,12,5,1024
2016-04-14,Thursday,11,5,312
2016-04-14,Thursday,2,5,3316
2016-04-14,Thursday,9,5,556
2016-04-14,Thursday,1,5,646
2016-04-14,Thursday,14,5,1039
2016-04-14,Thursday,7,5,205
2016-04-14,Thursday,10,5,856
2016-04-14,Thursday,8,5,1528
2016-04-14,Thursday,6,5,679
2016-04-14,Thursday,13,5,174
2016-04-14,Thursday,3,5,296
2016-04-14,Thursday,15,5,101
2016-04-14,Thursday,2,6,2085
2016-04-14,Thursday,11,6,219
2016-04-14,Thursday,6,6,1588
2016-04-14,Thursday,12,6,1042
2016-04-14,Thursday,4,6,598
2016-04-14,Thursday,8,6,1152
2016-04-14,Thursday,3,6,406
2016-04-14,Thursday,10,6,1234
2016-04-14,Thursday,14,6,1073
2016-04-14,Thursday,9,6,575
2016-04-14,Thursday,13,6,197
2016-04-14,Thursday,1,6,572
2016-04-14,Thursday,15,6,71
2016-04-14,Thursday,7,6,191
2016-04-15,Friday,6,1,1236
2016-04-15,Friday,4,1,202
2016-04-15,Friday,12,1,391
2016-04-15,Friday,8,1,226
2016-04-15,Friday,9,1,120
2016-04-15,Friday,10,1,382
2016-04-15,Friday,2,1,517
2016-04-15,Friday,14,1,557
2016-04-15,Friday,1,1,174
2016-04-15,Friday,11,1,78
2016-04-15,Friday,7,1,66
2016-04-15,Friday,13,1,56
2016-04-15,Friday,3,1,277
2016-04-15,Friday,15,1,17
2016-04-15,Friday,6,2,279
2016-04-15,Friday,10,2,279
2016-04-15,Friday,9,2,100
2016-04-15,Friday,2,2,786
2016-04-15,Friday,4,2,365
2016-04-15,Friday,14,2,274
2016-04-15,Friday,12,2,279
2016-04-15,Friday,1,2,85
2016-04-15,Friday,3,2,153
2016-04-15,Friday,8,2,229
2016-04-15,Friday,11,2,142
2016-04-15,Friday,13,2,71
2016-04-15,Friday,7,2,42
2016-04-15,Friday,15,2,19
2016-04-15,Friday,2,3,2423
2016-04-15,Friday,6,3,515
2016-04-15,Friday,1,3,254
2016-04-15,Friday,4,3,966
2016-04-15,Friday,9,3,385
2016-04-15,Friday,8,3,935
2016-04-15,Friday,12,3,780
2016-04-15,Friday,10,3,730
2016-04-15,Friday,11,3,320
2016-04-15,Friday,13,3,159
2016-04-15,Friday,15,3,50
2016-04-15,Friday,14,3,459
2016-04-15,Friday,3,3,270
2016-04-15,Friday,7,3,129
2016-04-15,Friday,12,4,753
2016-04-15,Friday,4,4,897
2016-04-15,Friday,2,4,2176
2016-04-15,Friday,9,4,309
2016-04-15,Friday,8,4,775
2016-04-15,Friday,10,4,524
2016-04-15,Friday,6,4,362
2016-04-15,Friday,14,4,688
2016-04-15,Friday,11,4,318
2016-04-15,Friday,1,4,385
2016-04-15,Friday,7,4,125
2016-04-15,Friday,15,4,41
2016-04-15,Friday,3,4,254
2016-04-15,Friday,13,4,150
2016-04-15,Friday,14,5,1348
2016-04-15,Friday,7,5,236
2016-04-15,Friday,8,5,1531
2016-04-15,Friday,11,5,490
2016-04-15,Friday,2,5,3381
2016-04-15,Friday,9,5,681
2016-04-15,Friday,6,5,874
2016-04-15,Friday,4,5,1013
2016-04-15,Friday,12,5,1299
2016-04-15,Friday,1,5,742
2016-04-15,Friday,10,5,1128
2016-04-15,Friday,13,5,223
2016-04-15,Friday,15,5,88
2016-04-15,Friday,3,5,436
2016-04-15,Friday,10,6,1684
2016-04-15,Friday,2,6,2873
2016-04-15,Friday,8,6,1531
2016-04-15,Friday,12,6,1637
2016-04-15,Friday,6,6,2280
2016-04-15,Friday,14,6,1434
2016-04-15,Friday,3,6,711
2016-04-15,Friday,9,6,954
2016-04-15,Friday,4,6,1153
2016-04-15,Friday,1,6,751
2016-04-15,Friday,11,6,348
2016-04-15,Friday,7,6,228
2016-04-15,Friday,15,6,64
2016-04-15,Friday,13,6,283
2016-04-16,Saturday,12,1,1257
2016-04-16,Saturday,6,1,3171
2016-04-16,Saturday,11,1,163
2016-04-16,Saturday,3,1,747
2016-04-16,Saturday,4,1,457
2016-04-16,Saturday,10,1,1040
2016-04-16,Saturday,13,1,231
2016-04-16,Saturday,2,1,1285
2016-04-16,Saturday,1,1,412
2016-04-16,Saturday,9,1,433
2016-04-16,Saturday,7,1,159
2016-04-16,Saturday,14,1,1309
2016-04-16,Saturday,8,1,525
2016-04-16,Saturday,15,1,30
2016-04-16,Saturday,2,2,424
2016-04-16,Saturday,4,2,211
2016-04-16,Saturday,12,2,406
2016-04-16,Saturday,13,2,67
2016-04-16,Saturday,6,2,772
2016-04-16,Saturday,10,2,238
2016-04-16,Saturday,14,2,646
2016-04-16,Saturday,1,2,112
2016-04-16,Saturday,3,2,211
2016-04-16,Saturday,9,2,57
2016-04-16,Saturday,11,2,75
2016-04-16,Saturday,8,2,93
2016-04-16,Saturday,7,2,40
2016-04-16,Saturday,15,2,13
2016-04-16,Saturday,2,3,1640
2016-04-16,Saturday,8,3,650
2016-04-16,Saturday,1,3,213
2016-04-16,Saturday,14,3,688
2016-04-16,Saturday,4,3,733
2016-04-16,Saturday,6,3,501
2016-04-16,Saturday,11,3,232
2016-04-16,Saturday,9,3,336
2016-04-16,Saturday,12,3,778
2016-04-16,Saturday,10,3,636
2016-04-16,Saturday,13,3,137
2016-04-16,Saturday,3,3,242
2016-04-16,Saturday,7,3,72
2016-04-16,Saturday,15,3,27
2016-04-16,Saturday,2,4,2242
2016-04-16,Saturday,6,4,712
2016-04-16,Saturday,4,4,902
2016-04-16,Saturday,10,4,983
2016-04-16,Saturday,14,4,1005
2016-04-16,Saturday,11,4,307
2016-04-16,Saturday,8,4,1103
2016-04-16,Saturday,1,4,404
2016-04-16,Saturday,12,4,1131
2016-04-16,Saturday,7,4,94
2016-04-16,Saturday,3,4,273
2016-04-16,Saturday,9,4,527
2016-04-16,Saturday,13,4,158
2016-04-16,Saturday,15,4,43
2016-04-16,Saturday,11,5,368
2016-04-16,Saturday,1,5,572
2016-04-16,Saturday,2,5,2828
2016-04-16,Saturday,9,5,812
2016-04-16,Saturday,4,5,1017
2016-04-16,Saturday,6,5,1455
2016-04-16,Saturday,8,5,1558
2016-04-16,Saturday,14,5,1437
2016-04-16,Saturday,13,5,255
2016-04-16,Saturday,10,5,1456
2016-04-16,Saturday,12,5,1574
2016-04-16,Saturday,3,5,524
2016-04-16,Saturday,7,5,162
2016-04-16,Saturday,15,5,59
2016-04-16,Saturday,2,6,2713
2016-04-16,Saturday,9,6,1045
2016-04-16,Saturday,8,6,1498
2016-04-16,Saturday,11,6,379
2016-04-16,Saturday,6,6,2768
2016-04-16,Saturday,10,6,1900
2016-04-16,Saturday,15,6,43
2016-04-16,Saturday,12,6,1897
2016-04-16,Saturday,7,6,174
2016-04-16,Saturday,14,6,1655
2016-04-16,Saturday,1,6,567
2016-04-16,Saturday,4,6,930
2016-04-16,Saturday,13,6,338
2016-04-16,Saturday,3,6,710
2016-04-17,Sunday,11,1,183
2016-04-17,Sunday,2,1,1334
2016-04-17,Sunday,6,1,3733
2016-04-17,Sunday,4,1,524
2016-04-17,Sunday,12,1,1458
2016-04-17,Sunday,14,1,1451
2016-04-17,Sunday,9,1,620
2016-04-17,Sunday,7,1,132
2016-04-17,Sunday,13,1,198
2016-04-17,Sunday,8,1,538
2016-04-17,Sunday,3,1,858
2016-04-17,Sunday,10,1,1168
2016-04-17,Sunday,1,1,400
2016-04-17,Sunday,15,1,36
2016-04-17,Sunday,2,2,382
2016-04-17,Sunday,6,2,771
2016-04-17,Sunday,3,2,324
2016-04-17,Sunday,12,2,450
2016-04-17,Sunday,13,2,54
2016-04-17,Sunday,10,2,202
2016-04-17,Sunday,14,2,654
2016-04-17,Sunday,1,2,106
2016-04-17,Sunday,4,2,195
2016-04-17,Sunday,11,2,96
2016-04-17,Sunday,9,2,85
2016-04-17,Sunday,8,2,73
2016-04-17,Sunday,7,2,44
2016-04-17,Sunday,15,2,6
2016-04-17,Sunday,4,3,581
2016-04-17,Sunday,2,3,1537
2016-04-17,Sunday,8,3,480
2016-04-17,Sunday,11,3,129
2016-04-17,Sunday,10,3,547
2016-04-17,Sunday,7,3,49
2016-04-17,Sunday,14,3,481
2016-04-17,Sunday,3,3,178
2016-04-17,Sunday,12,3,540
2016-04-17,Sunday,6,3,365
2016-04-17,Sunday,9,3,256
2016-04-17,Sunday,1,3,181
2016-04-17,Sunday,13,3,130
2016-04-17,Sunday,15,3,8
2016-04-17,Sunday,7,4,85
2016-04-17,Sunday,8,4,1033
2016-04-17,Sunday,2,4,2032
2016-04-17,Sunday,12,4,979
2016-04-17,Sunday,1,4,359
2016-04-17,Sunday,6,4,638
2016-04-17,Sunday,4,4,758
2016-04-17,Sunday,9,4,532
2016-04-17,Sunday,14,4,954
2016-04-17,Sunday,11,4,268
2016-04-17,Sunday,10,4,889
2016-04-17,Sunday,3,4,319
2016-04-17,Sunday,13,4,208
2016-04-17,Sunday,15,4,32
2016-04-17,Sunday,2,5,2060
2016-04-17,Sunday,15,5,59
2016-04-17,Sunday,14,5,1243
2016-04-17,Sunday,13,5,312
2016-04-17,Sunday,9,5,656
2016-04-17,Sunday,7,5,107
2016-04-17,Sunday,4,5,725
2016-04-17,Sunday,12,5,1234
2016-04-17,Sunday,8,5,1161
2016-04-17,Sunday,10,5,1122
2016-04-17,Sunday,11,5,265
2016-04-17,Sunday,1,5,500
2016-04-17,Sunday,6,5,1158
2016-04-17,Sunday,3,5,393
2016-04-17,Sunday,2,6,1597
2016-04-17,Sunday,3,6,451
2016-04-17,Sunday,10,6,979
2016-04-17,Sunday,11,6,231
2016-04-17,Sunday,14,6,1167
2016-04-17,Sunday,6,6,1314
2016-04-17,Sunday,12,6,1122
2016-04-17,Sunday,1,6,420
2016-04-17,Sunday,4,6,501
2016-04-17,Sunday,9,6,468
2016-04-17,Sunday,15,6,21
2016-04-17,Sunday,8,6,618
2016-04-17,Sunday,7,6,130
2016-04-17,Sunday,13,6,171
2016-04-18,Monday,10,1,273
2016-04-18,Monday,6,1,562
2016-04-18,Monday,12,1,355
2016-04-18,Monday,14,1,590
2016-04-18,Monday,8,1,102
2016-04-18,Monday,2,1,310
2016-04-18,Monday,9,1,64
2016-04-18,Monday,1,1,161
2016-04-18,Monday,11,1,71
2016-04-18,Monday,3,1,168
2016-04-18,Monday,7,1,47
2016-04-18,Monday,4,1,150
2016-04-18,Monday,13,1,68
2016-04-18,Monday,15,1,10
2016-04-18,Monday,1,2,79
2016-04-18,Monday,12,2,279
2016-04-18,Monday,3,2,133
2016-04-18,Monday,14,2,396
2016-04-18,Monday,6,2,243
2016-04-18,Monday,10,2,243
2016-04-18,Monday,7,2,48
2016-04-18,Monday,2,2,723
2016-04-18,Monday,4,2,370
2016-04-18,Monday,11,2,109
2016-04-18,Monday,8,2,204
2016-04-18,Monday,13,2,75
2016-04-18,Monday,9,2,98
2016-04-18,Monday,15,2,9
2016-04-18,Monday,2,3,2221
2016-04-18,Monday,4,3,883
2016-04-18,Monday,1,3,258
2016-04-18,Monday,6,3,451
2016-04-18,Monday,14,3,507
2016-04-18,Monday,9,3,331
2016-04-18,Monday,11,3,311
2016-04-18,Monday,12,3,715
2016-04-18,Monday,8,3,830
2016-04-18,Monday,10,3,609
2016-04-18,Monday,3,3,242
2016-04-18,Monday,7,3,110
2016-04-18,Monday,13,3,124
2016-04-18,Monday,15,3,56
2016-04-18,Monday,2,4,1884
2016-04-18,Monday,4,4,775
2016-04-18,Monday,1,4,350
2016-04-18,Monday,7,4,138
2016-04-18,Monday,11,4,284
2016-04-18,Monday,14,4,649
2016-04-18,Monday,8,4,785
2016-04-18,Monday,13,4,144
2016-04-18,Monday,3,4,207
2016-04-18,Monday,12,4,633
2016-04-18,Monday,6,4,322
2016-04-18,Monday,9,4,294
2016-04-18,Monday,10,4,444
2016-04-18,Monday,15,4,34
2016-04-18,Monday,11,5,345
2016-04-18,Monday,2,5,2622
2016-04-18,Monday,7,5,151
2016-04-18,Monday,1,5,562
2016-04-18,Monday,4,5,896
2016-04-18,Monday,14,5,893
2016-04-18,Monday,12,5,919
2016-04-18,Monday,8,5,1176
2016-04-18,Monday,3,5,282
2016-04-18,Monday,6,5,537
2016-04-18,Monday,9,5,441
2016-04-18,Monday,10,5,753
2016-04-18,Monday,13,5,186
2016-04-18,Monday,15,5,68
2016-04-18,Monday,12,6,740
2016-04-18,Monday,1,6,441
2016-04-18,Monday,11,6,148
2016-04-18,Monday,2,6,1328
2016-04-18,Monday,8,6,658
2016-04-18,Monday,14,6,789
2016-04-18,Monday,6,6,944
2016-04-18,Monday,10,6,756
2016-04-18,Monday,4,6,420
2016-04-18,Monday,3,6,284
2016-04-18,Monday,7,6,110
2016-04-18,Monday,9,6,359
2016-04-18,Monday,13,6,126
2016-04-18,Monday,15,6,43
2016-04-19,Tuesday,4,1,136
2016-04-19,Tuesday,6,1,445
2016-04-19,Tuesday,10,1,209
2016-04-19,Tuesday,14,1,435
2016-04-19,Tuesday,12,1,229
2016-04-19,Tuesday,1,1,146
2016-04-19,Tuesday,9,1,69
2016-04-19,Tuesday,2,1,244
2016-04-19,Tuesday,13,1,39
2016-04-19,Tuesday,8,1,133
2016-04-19,Tuesday,7,1,49
2016-04-19,Tuesday,11,1,44
2016-04-19,Tuesday,3,1,130
2016-04-19,Tuesday,15,1,10
2016-04-19,Tuesday,2,2,733
2016-04-19,Tuesday,12,2,214
2016-04-19,Tuesday,14,2,286
2016-04-19,Tuesday,10,2,273
2016-04-19,Tuesday,7,2,45
2016-04-19,Tuesday,6,2,206
2016-04-19,Tuesday,11,2,122
2016-04-19,Tuesday,4,2,365
2016-04-19,Tuesday,1,2,114
2016-04-19,Tuesday,3,2,127
2016-04-19,Tuesday,8,2,202
2016-04-19,Tuesday,13,2,83
2016-04-19,Tuesday,9,2,106
2016-04-19,Tuesday,15,2,13
2016-04-19,Tuesday,4,3,817
2016-04-19,Tuesday,2,3,2315
2016-04-19,Tuesday,12,3,680
2016-04-19,Tuesday,14,3,504
2016-04-19,Tuesday,1,3,303
2016-04-19,Tuesday,11,3,293
2016-04-19,Tuesday,6,3,436
2016-04-19,Tuesday,9,3,348
2016-04-19,Tuesday,15,3,54
2016-04-19,Tuesday,8,3,847
2016-04-19,Tuesday,10,3,635
2016-04-19,Tuesday,7,3,115
2016-04-19,Tuesday,3,3,189
2016-04-19,Tuesday,13,3,126
2016-04-19,Tuesday,2,4,2011
2016-04-19,Tuesday,4,4,753
2016-04-19,Tuesday,14,4,642
2016-04-19,Tuesday,12,4,626
2016-04-19,Tuesday,1,4,404
2016-04-19,Tuesday,7,4,123
2016-04-19,Tuesday,9,4,282
2016-04-19,Tuesday,8,4,772
2016-04-19,Tuesday,11,4,195
2016-04-19,Tuesday,6,4,293
2016-04-19,Tuesday,13,4,132
2016-04-19,Tuesday,10,4,455
2016-04-19,Tuesday,3,4,186
2016-04-19,Tuesday,15,4,48
2016-04-19,Tuesday,2,5,2754
2016-04-19,Tuesday,14,5,919
2016-04-19,Tuesday,1,5,604
2016-04-19,Tuesday,6,5,613
2016-04-19,Tuesday,4,5,754
2016-04-19,Tuesday,12,5,942
2016-04-19,Tuesday,8,5,1341
2016-04-19,Tuesday,7,5,184
2016-04-19,Tuesday,10,5,776
2016-04-19,Tuesday,3,5,259
2016-04-19,Tuesday,11,5,306
2016-04-19,Tuesday,9,5,508
2016-04-19,Tuesday,15,5,79
2016-04-19,Tuesday,13,5,164
2016-04-19,Tuesday,1,6,528
2016-04-19,Tuesday,6,6,1140
2016-04-19,Tuesday,12,6,854
2016-04-19,Tuesday,7,6,162
2016-04-19,Tuesday,2,6,1626
2016-04-19,Tuesday,8,6,806
2016-04-19,Tuesday,9,6,431
2016-04-19,Tuesday,4,6,625
2016-04-19,Tuesday,10,6,890
2016-04-19,Tuesday,14,6,870
2016-04-19,Tuesday,11,6,176
2016-04-19,Tuesday,3,6,311
2016-04-19,Tuesday,13,6,148
2016-04-19,Tuesday,15,6,50
2016-04-20,Wednesday,2,1,312
2016-04-20,Wednesday,12,1,292
2016-04-20,Wednesday,14,1,406
2016-04-20,Wednesday,13,1,42
2016-04-20,Wednesday,11,1,45
2016-04-20,Wednesday,1,1,158
2016-04-20,Wednesday,6,1,531
2016-04-20,Wednesday,3,1,161
2016-04-20,Wednesday,4,1,143
2016-04-20,Wednesday,10,1,273
2016-04-20,Wednesday,9,1,76
2016-04-20,Wednesday,7,1,52
2016-04-20,Wednesday,8,1,149
2016-04-20,Wednesday,15,1,8
2016-04-20,Wednesday,2,2,711
2016-04-20,Wednesday,6,2,191
2016-04-20,Wednesday,14,2,257
2016-04-20,Wednesday,12,2,235
2016-04-20,Wednesday,4,2,350
2016-04-20,Wednesday,10,2,247
2016-04-20,Wednesday,11,2,109
2016-04-20,Wednesday,1,2,82
2016-04-20,Wednesday,3,2,110
2016-04-20,Wednesday,13,2,78
2016-04-20,Wednesday,7,2,44
2016-04-20,Wednesday,9,2,103
2016-04-20,Wednesday,15,2,15
2016-04-20,Wednesday,8,2,221
2016-04-20,Wednesday,11,3,273
2016-04-20,Wednesday,4,3,907
2016-04-20,Wednesday,2,3,2325
2016-04-20,Wednesday,12,3,691
2016-04-20,Wednesday,7,3,99
2016-04-20,Wednesday,1,3,244
2016-04-20,Wednesday,6,3,508
2016-04-20,Wednesday,9,3,336
2016-04-20,Wednesday,8,3,897
2016-04-20,Wednesday,14,3,500
2016-04-20,Wednesday,10,3,612
2016-04-20,Wednesday,13,3,124
2016-04-20,Wednesday,3,3,180
2016-04-20,Wednesday,15,3,34
2016-04-20,Wednesday,2,4,2077
2016-04-20,Wednesday,14,4,625
2016-04-20,Wednesday,1,4,342
2016-04-20,Wednesday,7,4,125
2016-04-20,Wednesday,4,4,877
2016-04-20,Wednesday,6,4,322
2016-04-20,Wednesday,9,4,309
2016-04-20,Wednesday,12,4,644
2016-04-20,Wednesday,8,4,878
2016-04-20,Wednesday,10,4,498
2016-04-20,Wednesday,11,4,341
2016-04-20,Wednesday,3,4,178
2016-04-20,Wednesday,13,4,106
2016-04-20,Wednesday,15,4,54
2016-04-20,Wednesday,11,5,397
2016-04-20,Wednesday,12,5,934
2016-04-20,Wednesday,14,5,969
2016-04-20,Wednesday,7,5,162
2016-04-20,Wednesday,1,5,614
2016-04-20,Wednesday,2,5,2983
2016-04-20,Wednesday,4,5,965
2016-04-20,Wednesday,8,5,1427
2016-04-20,Wednesday,9,5,545
2016-04-20,Wednesday,10,5,884
2016-04-20,Wednesday,3,5,265
2016-04-20,Wednesday,6,5,706
2016-04-20,Wednesday,15,5,82
2016-04-20,Wednesday,13,5,167
2016-04-20,Wednesday,12,6,965
2016-04-20,Wednesday,2,6,1726
2016-04-20,Wednesday,8,6,964
2016-04-20,Wednesday,10,6,1262
2016-04-20,Wednesday,6,6,1299
2016-04-20,Wednesday,4,6,662
2016-04-20,Wednesday,1,6,545
2016-04-20,Wednesday,14,6,930
2016-04-20,Wednesday,3,6,351
2016-04-20,Wednesday,7,6,151
2016-04-20,Wednesday,9,6,480
2016-04-20,Wednesday,11,6,199
2016-04-20,Wednesday,13,6,160
2016-04-20,Wednesday,15,6,71
2016-04-21,Thursday,4,1,157
2016-04-21,Thursday,7,1,50
2016-04-21,Thursday,1,1,156
2016-04-21,Thursday,6,1,846
2016-04-21,Thursday,2,1,332
2016-04-21,Thursday,12,1,344
2016-04-21,Thursday,14,1,461
2016-04-21,Thursday,11,1,52
2016-04-21,Thursday,13,1,65
2016-04-21,Thursday,15,1,14
2016-04-21,Thursday,10,1,362
2016-04-21,Thursday,3,1,167
2016-04-21,Thursday,8,1,161
2016-04-21,Thursday,9,1,105
2016-04-21,Thursday,2,2,731
2016-04-21,Thursday,11,2,180
2016-04-21,Thursday,3,2,118
2016-04-21,Thursday,14,2,267
2016-04-21,Thursday,6,2,259
2016-04-21,Thursday,4,2,451
2016-04-21,Thursday,12,2,251
2016-04-21,Thursday,15,2,23
2016-04-21,Thursday,9,2,117
2016-04-21,Thursday,1,2,94
2016-04-21,Thursday,10,2,237
2016-04-21,Thursday,8,2,245
2016-04-21,Thursday,13,2,75
2016-04-21,Thursday,7,2,44
2016-04-21,Thursday,4,3,1025
2016-04-21,Thursday,11,3,475
2016-04-21,Thursday,1,3,255
2016-04-21,Thursday,2,3,2337
2016-04-21,Thursday,10,3,641
2016-04-21,Thursday,14,3,462
2016-04-21,Thursday,12,3,709
2016-04-21,Thursday,8,3,952
2016-04-21,Thursday,9,3,330
2016-04-21,Thursday,6,3,443
2016-04-21,Thursday,7,3,121
2016-04-21,Thursday,13,3,126
2016-04-21,Thursday,3,3,254
2016-04-21,Thursday,15,3,49
2016-04-21,Thursday,2,4,2335
2016-04-21,Thursday,4,4,808
2016-04-21,Thursday,12,4,713
2016-04-21,Thursday,14,4,642
2016-04-21,Thursday,1,4,319
2016-04-21,Thursday,11,4,317
2016-04-21,Thursday,8,4,808
2016-04-21,Thursday,10,4,473
2016-04-21,Thursday,13,4,125
2016-04-21,Thursday,6,4,304
2016-04-21,Thursday,9,4,355
2016-04-21,Thursday,7,4,143
2016-04-21,Thursday,3,4,183
2016-04-21,Thursday,15,4,42
2016-04-21,Thursday,11,5,336
2016-04-21,Thursday,4,5,834
2016-04-21,Thursday,2,5,3025
2016-04-21,Thursday,7,5,197
2016-04-21,Thursday,1,5,592
2016-04-21,Thursday,14,5,961
2016-04-21,Thursday,8,5,1334
2016-04-21,Thursday,15,5,100
2016-04-21,Thursday,12,5,1015
2016-04-21,Thursday,6,5,642
2016-04-21,Thursday,10,5,779
2016-04-21,Thursday,3,5,289
2016-04-21,Thursday,9,5,535
2016-04-21,Thursday,13,5,151
2016-04-21,Thursday,2,6,1990
2016-04-21,Thursday,4,6,640
2016-04-21,Thursday,6,6,1439
2016-04-21,Thursday,15,6,70
2016-04-21,Thursday,1,6,597
2016-04-21,Thursday,12,6,931
2016-04-21,Thursday,14,6,953
2016-04-21,Thursday,8,6,999
2016-04-21,Thursday,3,6,353
2016-04-21,Thursday,9,6,512
2016-04-21,Thursday,13,6,154
2016-04-21,Thursday,11,6,213
2016-04-21,Thursday,7,6,189
2016-04-21,Thursday,10,6,1263
2016-04-22,Friday,2,1,495
2016-04-22,Friday,13,1,84
2016-04-22,Friday,10,1,494
2016-04-22,Friday,12,1,407
2016-04-22,Friday,1,1,193
2016-04-22,Friday,6,1,1312
2016-04-22,Friday,14,1,524
2016-04-22,Friday,4,1,213
2016-04-22,Friday,7,1,79
2016-04-22,Friday,11,1,78
2016-04-22,Friday,3,1,261
2016-04-22,Friday,9,1,145
2016-04-22,Friday,8,1,200
2016-04-22,Friday,15,1,16
2016-04-22,Friday,12,2,270
2016-04-22,Friday,14,2,320
2016-04-22,Friday,10,2,292
2016-04-22,Friday,7,2,55
2016-04-22,Friday,3,2,148
2016-04-22,Friday,6,2,267
2016-04-22,Friday,2,2,690
2016-04-22,Friday,1,2,82
2016-04-22,Friday,11,2,105
2016-04-22,Friday,4,2,357
2016-04-22,Friday,9,2,105
2016-04-22,Friday,13,2,67
2016-04-22,Friday,8,2,226
2016-04-22,Friday,15,2,22
2016-04-22,Friday,11,3,324
2016-04-22,Friday,4,3,903
2016-04-22,Friday,14,3,514
